Tweet,Message/tweets,Match,Polarity
2276.0,ContractTraderT OPEC cuts 10 US Brazil Canada cut 20 Mexico cuts 5,,neutral
2277.0,HicksBiz Out of this crisis arises business opportunity HicksonBiz in the Edmontonsun manufacturingYEG ReflexManufacturing Page,crisis,negative
2278.0,HeidiOCanada sheshedtrump JoeBiden O Canada Biden hasnt learned from your national health care system So far he wont support the same here even when a pandemic shows the dire necessity for it Im waiting for Joe to wake up and smell the coffee b4 I go all in on himLowering Medicare age to 60 is not enough,"support,dire,smell,enough",neutral
2279.0,CBCNews Premier Jason Kenney says Alberta will send medical supplies to other provinces and that Alberta is outperforming its COVID1,"Premier,outperforming",positive
2280.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2281.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
2282.0,CPHOCanada Wondering how you can help with Canadas COVID19 response Check out the National COVID19 Volunteer Recruitment Campaign,,neutral
2283.0,globaltimesnews Lingbo Gate at Wuhan University a popular scenic spot experienced a surge in visitors during the first weekend after,"popular,scenic",positive
2284.0,JohnAll63815927 Listen to this this is how far Canada has sunk under these despicable Liberals,"sunk,despicable",negative
2285.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2286.0,BBC NEWS Coronavirus Fauci says US could have saved lives with earlier action,,neutral
2287.0,Steelersdepot With the 18th pick in the firstround of the 2020 NFL Draft the Steelers select safety Minkah Fitzpatrick minkfitz2,,neutral
2288.0,bmm Ill be damned if I let a man that lives in Mississippi tell me Canada sucks,"damned,sucks",negative
2289.0,Coronavirus Fauci says US could have saved lives with earlier action,,neutral
2290.0,LegonLive The University of Ghana Premier University UnivofGh ManuelKoranteng univers1057fm Ugsrc UnivGhVC KSekyere,Premier,positive
2291.0,kawalpreetdu Safoora Zargar led AntiCAA protests in Jamia University She has been arrested by Delhi Police after she was called for,"led,protests",neutral
2292.0,A GREAT READ a reminder Chinese people are our friends not our enemy Allinthistogether Ohio University Community Connects Across Continents To Provide PPE For Athens WOUB Public Media,"GREAT,enemy",neutral
2293.0,AirplaneMart 1949 Piper PA11 Cub Special for sale in Calgary AB Canada gt,,neutral
2294.0,PDykie JohnAll63815927 grafikalrob greatrighthope JustinSchafer1 phattyliva MonicaFibonacci BrenBlake2 AdamHarryCassi1 sohoti,,neutral
2295.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
2296.0,DistinctWords I would urge everyone to explore the hashtags and decide for themselves AdrenochromeHarvesting AdrenochromeWithdrawal and Google images Adrenochrome A powerful narcotic with cell regeneration capabilities It is legally produced in Canada amp China Google that as well,"powerful,well",positive
2297.0,HalifaxBank Time to leave halifax customer service terrible taken a week and still no reply either n here or by phone Terrible money grabbing company,"terrible,Terrible",negative
2298.0,I saw this on the BBC and thought you should see itCoronavirus Fauci says US could have saved lives with earlier action,,neutral
2299.0,CallToBarNG Do you want to study LAW in the UK and have a lot of questions or inquiries Here is an opportunity for you to join the Un,,neutral
2300.0,picardonhealth Seniors care shouldnt be a horror show during or after the pandemic We need to fix it now and forever by picardon,,neutral
2301.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2302.0,Both GhostAIO and Splashforcebot didnt show success on adidas Canada however I got 5 confirmationGroupsAMNotifyCA notify Proxies UnknownProxies SlashProxies Leafproxies,success,positive
2303.0,Trenchking2 After A Great Conversation With CoachAAtkins Bless To Say I Receive A Offer From Florida State University OneTribe Nole,"Great,Bless",positive
2304.0,brexitbloginfo BBC or CCP No surprise that the BBC takes at face value the lying Chinese Govts laughable stats and publishes a ne,"lying,laughable",negative
2305.0,US allies express dismay over US handling of global medical supply chain via voxdotcom,dismay,negative
2306.0,TribulationThe Socialist Canada ONLY considering a ONE MILLION DOLLAR FINE during the Coronavirus panicCanada Police to Make Home,FINE,positive
2307.0,I always encourage the youth to get out their your comfort zone and go away for school if you can Ive met the most amazing people in the east coast that I wouldve never met if it wasnt for Morgan State University,"encourage,comfort,amazing",positive
2308.0,saanichnews COVID19 a failure of early warning for Canada intelligence expert says,"failure,warning,intelligence",negative
2309.0,MerlinofCanada Canada amp America you are not hearing the real story from our politicians we need more health care workers to speak up,,neutral
2310.0,PeterMacKay This is the difference that good government can make Premier jkenney deserves our praise and thanks for thinking ahead,"good,Premier,praise",positive
2311.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
2312.0,garyalsmith University of Ghana 10 All Other GH Universities,,neutral
2313.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2314.0,According to VC Nishtar University Hospital Multan1 doctor operated on a kidney disease which led to corona disease And it infected 11 doctors and 7 paramedics And the same thing happened in DG Khan Now Alhamdolilah all are stable and fine PunjabCoronavirusUpdate,"led,infected,stable,fine",positive
2315.0,dinomelaye Protect against 5G in Canada,Protect,positive
2316.0,When youre in a job interview after graduating with a 22 University,,neutral
2317.0,Sunday marks 40th anniversary of Terry Foxs Marathon of Hope TerryFox Canada,,neutral
2318.0,ajmirabelle Greetings from Rob in Saskatchewan Canada I Appreciate Your Follow Back EarthNatureUltraHDwallpapers ILoveMyOnLineFriendsFBR Covid19FBRsupportgroup All photos are in 4KUHD or 5K Retina displayHope they bring a Retweet,Appreciate,positive
2319.0,petersankoff 100Interns Now this was a nice way to wake up to the news on a Sunday morning,nice,positive
2320.0,globalnews With regard to COVID19 there has been a failure of early warning and we are reaping the consequences of that one secu,"regard,failure,warning",negative
2321.0,profamirattaran It seems the Alberta and Saskatchewan health ministers bailed out of a crossCanada planning meeting on COVID in Fe,,neutral
2322.0,ardenmessing When did Peter Navarro get his medical license Oh I know He graduated from Trump University Medical School Hes a sh,Trump,positive
2323.0,PennyGill3 picardonhealth globeandmail CPHOCanada The deplorable MichelleRempel yet again politicizes an issue of national import,"deplorable,issue",negative
2324.0,DeeOneAyekooto The 1m people who lost their jobs in Canada will receive 2k monthly for 3months in the US people who lost jobs w,"lost,lost",negative
2325.0,Heavyluigi64 Yo wtf why is weed legal in canada,weed,negative
2326.0,RepMattGaetz 13000000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
2327.0,lasagnabby isaiahhluna the way i screamed the pride org at my university,pride,positive
2328.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
2329.0,annalenanm KjellWilliams SecularDude2 This is how I feel about religion in public education in Canada We spent 40 yrs getting Christianity out just to invite Islam in,,neutral
2330.0,presscoreca POTUS The question is what crimes has JT committed that r documented in RCMPCPIC databases He has likely committed many but he is from the protected class in Canada so I would be surprised if CPIC hasnt already purged all of it,,neutral
2331.0,republic COVID19 Canada passes bill to pay for employees salaries to avoid mass layoffs,,neutral
2332.0,From a Gidhlig advertisement in MacTalla the famous Gaelic newspaper from Canada 1892Den uair a tha eTha e coig mionaidean an deigh triCiamar a tha fios agadNach do sheall mi air m uaireadairDhfhaoidte gu bheil an tuaireadair sin roluath,"famous,sin",neutral
2333.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
2334.0,International research collaboration Polish science why male scientists seem to keep it going What happens after 40 and about 65 WhyGender Disparities in Intern Research Collaboration A Study of 25000 University ProfessorsOur preprint,,neutral
2335.0,ianbirrell Total estimated covid19 tests per 1000 peopleIceland Bahrain Norway Estonia Switzerland 21,,neutral
2336.0,DayneShor11 Blessed to receive an offer from Texas AampM University CoachHenson CoachDickey1 AggieFootball DenmarkFootbal1 Mansel,,neutral
2337.0,NOSaintsWRLD BrownMamba13 Jaberuski BrunelliSports TheDraftPodAndy IsaiahFeeNFL DarthBlount47 bgr3168 BrunelliMichael jcinok NCortez001 AlexGilstrap GLivingood wopeshii SaintsKing1996 chasecameron FarabaughFB FBFlamingo mathiasmeade AndrewLampkeNFL SportsFanChris tdemint SuperCharged33 CodyStewart Un4givenMaggot Jeffbear80 RossJacksonNOLA rebeldaddykevin action4life DillySanders With the 64th selection in the 2k20LastMinuteMock the Seattle Seahawks 12thMan and myself selectDamon Arnette CB THE Ohio State UniversityThe Cincinnati Bengals and tdemint are now on the clock to begin the third round,,neutral
